,iso8601,datetime,low,high,open,close,volume,cma,ema12,ema26,sma20,sma50,sma200,rsi14,macd,signal
29,1569013200,2019-09-20 14:00:00,8080.0,8141.38,8129.98,8113.96,8.56075779,8127.167666666666,8129.466998521699,8122.893135718144,8127.338000000001,8127.167666666666,8127.167666666666,48.30905426347355,6.57386280355513,10.092268347181898
30,1569016800,2019-09-20 15:00:00,8103.0,8142.48,8103.0,8129.11,5.97976747,8127.2303225806445,8129.412075672206,8123.353644183467,8126.7155,8127.2303225806445,8127.2303225806445,51.32724464806415,6.058431488739188,9.285500975493356
31,1569020400,2019-09-20 16:00:00,8123.65,8173.61,8123.65,8150.49,2.46837571,8127.9571875,8132.654833261098,8125.363744614321,8126.363,8127.9571875,8127.9571875,55.29435490236058,7.291088646777098,8.886618509750106
32,1569024000,2019-09-20 17:00:00,8126.87,8159.04,8156.67,8140.37,3.11745566,8128.333333333333,8133.841781990161,8126.475319087334,8126.6595,8128.333333333333,8128.333333333333,53.088649479941225,7.3664629028262425,8.582587388365333
33,1569027600,2019-09-20 18:00:00,8126.72,8168.82,8142.62,8141.89,6.91760135,8128.73205882353,8135.079969376289,8127.617147303087,8129.103999999999,8128.73205882353,8128.73205882353,53.38939503252643,7.462822073202005,8.358634325332668
34,1569031200,2019-09-20 19:00:00,8115.16,8144.75,8138.69,8115.16,1.07514841,8128.344285714285,8132.015358703014,8126.694395651006,8130.175499999999,8128.344285714285,8128.344285714285,47.609084596828275,5.320963052007755,7.751100070667685
35,1569034800,2019-09-20 20:00:00,8117.67,8137.18,8117.9,8120.15,2.3293883,8128.116666666667,8130.18991890255,8126.2096256027835,8131.9130000000005,8128.116666666667,8128.116666666667,48.72514292370361,3.9802932997663447,6.996938716487418
36,1569038400,2019-09-20 21:00:00,8083.05,8125.0,8115.16,8125.0,2.35753298,8128.032432432433,8129.391469840619,8126.120023706281,8133.412000000001,8128.032432432433,8128.032432432433,49.84350885349855,3.271446134337566,6.2518402000574484
37,1569042000,2019-09-20 22:00:00,8082.1,8121.6,8121.6,8099.94,3.01930836,8127.293157894737,8124.860474480523,8124.180762691001,8132.925499999999,8127.293157894737,8127.293157894737,44.44884973166481,0.6797117895221163,5.137414517950383
38,1569045600,2019-09-20 23:00:00,7999.0,8099.99,8099.99,8074.14,12.52312973,8125.930256410255,8117.057324560443,8120.474039528705,8130.533,8125.930256410255,8125.930256410255,39.686497683391636,-3.4167149682625677,3.4265886207077925
39,1569049200,2019-09-21 00:00:00,8054.38,8099.45,8065.21,8073.92,6.8367807,8124.63,8110.420813089605,8117.025592156208,8127.3155000000015,8124.63,8124.63,39.647488728715615,-6.604779066603442,1.4203150832455458
40,1569052800,2019-09-21 01:00:00,8009.19,8079.02,8079.02,8038.46,15.68272011,8122.528292682926,8099.349918768128,8111.205918663156,8120.178,8122.528292682926,8122.528292682926,33.868882065770364,-11.855999895027708,-1.2349479124091052
41,1569056400,2019-09-21 02:00:00,8010.0,8061.15,8033.19,8010.01,11.46135414,8119.8492857142855,8085.605315880724,8103.709924688107,8112.848999999999,8119.8492857142855,8119.8492857142855,30.08075603195229,-18.104608807382647,-4.6088800914038135
42,1569060000,2019-09-21 03:00:00,7996.5,8042.75,8010.01,8006.12,19.09157718,8117.2044186046505,8073.376805745228,8096.481041377877,8105.955,8117.2044186046505,8117.2044186046505,29.59337340319999,-23.10423563264885,-8.307951199652821
43,1569063600,2019-09-21 04:00:00,8003.86,8076.44,8017.89,8057.71,8.5181342,8115.852272727273,8070.96652793827,8093.609112386923,8101.1275,8115.852272727273,8115.852272727273,42.82437765779527,-22.642584448652997,-11.174877849452857
44,1569067200,2019-09-21 05:00:00,7960.0,8060.69,8057.89,8013.39,19.30208623,8113.575333333333,8062.108600563151,8087.666955913817,8096.709499999999,8113.575333333333,8113.575333333333,36.481692448176766,-25.558355350665806,-14.051573349695449
45,1569070800,2019-09-21 06:00:00,7966.36,8029.0,7997.59,8027.28,22.08718294,8111.6993478260865,8056.750354322667,8083.193848068349,8092.8904999999995,8111.6993478260865,8111.6993478260865,39.50570569709558,-26.443493745682645,-16.52995742889289
46,1569074400,2019-09-21 07:00:00,8005.02,8032.82,8024.54,8014.3,6.25904827,8109.627021276595,8050.219530580718,8078.090600063286,8086.297500000001,8109.627021276595,8109.627021276595,37.69945918285005,-27.87106948256769,-18.79817983962785
47,1569078000,2019-09-21 08:00:00,8013.29,8082.47,8013.29,8046.25,8.30142097,8108.306666666666,8049.6088335683,8075.732037095635,8081.3815,8108.306666666666,8108.306666666666,44.43398888620596,-26.123203527335136,-20.26318457716931
48,1569081600,2019-09-21 09:00:00,8002.31,8074.93,8044.1,8010.01,4.49063328,8106.300612244898,8043.516705327023,8070.863738051514,8075.383,8106.300612244898,8106.300612244898,39.25112741035713,-27.34703272449042,-21.679954206633532
49,1569085200,2019-09-21 10:00:00,7976.87,8022.98,8013.07,7996.26,6.94121772,8104.0998,8036.246442969019,8065.337535232883,8069.498,8104.0998,8104.0998,37.46552283718884,-29.091092263864084,-23.162181818079645
50,1569088800,2019-09-21 11:00:00,7980.1,8023.08,7995.92,8016.15,9.42859689,8102.375294117647,8033.154682512247,8061.694014104522,8063.85,8103.2604,8102.375294117647,41.6039328988939,-28.53933159227472,-24.23761177291866
51,1569092400,2019-09-21 12:00:00,7996.66,8041.19,8016.75,8041.17,6.22121166,8101.198269230769,8034.387808279593,8060.173716763446,8058.384,8104.0838,8101.198269230769,46.40842744400288,-25.785908483852836,-24.5472711151055
52,1569096000,2019-09-21 13:00:00,7975.93,8055.07,8034.22,7997.23,8.66861952,8099.236603773585,8028.671222390425,8055.511219225413,8051.227000000001,8103.6284,8099.236603773585,40.15944582162058,-26.839996834987687,-25.00581625908194
53,1569099600,2019-09-21 14:00:00,7977.1,8026.98,7989.12,8007.02,3.65308468,8097.528888888889,8025.34026509959,8051.919277060568,8044.4835,8101.9496,8097.528888888889,42.03230761277716,-26.57901196097737,-25.320455399461025
54,1569103200,2019-09-21 15:00:00,7965.64,8022.12,8000.96,8002.65,6.42322558,8095.803818181818,8021.849455084269,8048.269700982008,8038.858,8098.184,8095.803818181818,41.409302703820096,-26.420245897738823,-25.540413499116585
55,1569106800,2019-09-21 16:00:00,7985.73,8026.74,7991.93,7999.93,2.87982087,8094.091785714286,8018.47723122515,8044.688982390748,8032.846999999999,8094.2354000000005,8094.091785714286,41.00193672470525,-26.21175116559789,-25.674681032412845
56,1569110400,2019-09-21 17:00:00,7967.48,8014.62,7993.26,7984.26,17.21276439,8092.164912280702,8013.213041805896,8040.212761472914,8025.8099999999995,8090.4310000000005,8092.164912280702,38.64337798020303,-26.999719667018326,-25.939688759333944
57,1569114000,2019-09-21 18:00:00,7900.0,7977.17,7975.2,7952.05,19.70841731,8089.749137931035,8003.803343066527,8033.682186548995,8018.415500000001,8085.380999999999,8089.749137931035,34.27851390741813,-29.878843482467346,-26.727519703960624
58,1569117600,2019-09-21 19:00:00,7909.72,7960.65,7924.69,7944.42,1.17758258,8087.28593220339,7994.667444133216,8027.07017273055,8011.9295,8080.6244,8087.28593220339,33.31845261344091,-32.40272859733432,-27.862561482635364
59,1569121200,2019-09-21 20:00:00,7915.56,7956.32,7935.57,7915.56,3.71616872,8084.423833333333,7982.4970681127215,8018.810159935695,8004.011499999999,8075.9432,8084.423833333333,29.906527878059066,-36.31309182297355,-29.552667550703
60,1569124800,2019-09-21 21:00:00,7900.0,7942.8,7931.96,7918.34,4.72947407,8081.701147540984,7972.6267499415335,8011.367925866384,7998.005499999999,8071.4788,8081.701147540984,30.64330504923734,-38.74117592485072,-31.390369225532545
61,1569128400,2019-09-21 22:00:00,7925.9,7999.98,7932.5,7963.59,20.863128,8079.796129032258,7971.236480719759,8007.828820246652,7995.6844999999985,8067.5998,8079.796129032258,41.43427707873107,-36.59233952689283,-32.4307632858046
62,1569132000,2019-09-21 23:00:00,7946.26,7976.62,7961.43,7966.19,1.95211655,8077.992857142857,7970.460099070566,8004.744463191345,7993.687999999999,8064.2348,8077.992857142857,41.9927395327981,-34.28436412077917,-32.801483452799516
63,1569135600,2019-09-22 00:00:00,7955.34,8072.52,7957.0,8053.38,28.75282429,8077.60828125,7983.217006905863,8008.347095547542,7993.4715,8063.4424,8077.60828125,56.85179537045026,-25.130088641679322,-31.26720449057548
64,1569139200,2019-09-22 01:00:00,8009.68,8098.16,8052.52,8009.94,5.96133198,8076.56723076923,7987.328236612653,8008.465088469947,7993.299000000001,8061.7666,8076.56723076923,49.982187589701965,-21.13685185729355,-29.241133963919097
65,1569142800,2019-09-22 02:00:00,7994.99,8059.24,8012.3,8019.15,4.28346542,8075.697272727273,7992.223892518399,8009.2565633980985,7992.8925,8060.4416,8075.697272727273,51.32509890238146,-17.032670879699253,-26.799441347075128
66,1569146400,2019-09-22 03:00:00,8007.99,8047.56,8026.3,8016.85,6.90258714,8074.818955223881,7996.012524438645,8009.819040183425,7993.0199999999995,8058.878199999999,8074.818955223881,50.957155764773496,-13.806515744779972,-24.2008562266161
67,1569150000,2019-09-22 04:00:00,8007.99,8033.99,8014.42,8033.66,6.33009557,8074.213676470588,8001.804443755776,8011.585037206875,7992.3904999999995,8057.358,8074.213676470588,53.57661861586216,-9.780593451098866,-21.316803671512655
68,1569153600,2019-09-22 05:00:00,8012.96,8069.52,8033.4,8050.96,8.98457733,8073.876666666666,8009.3668370241185,8014.501701117477,7994.437999999999,8055.9374,8073.876666666666,56.1711545960302,-5.134864093358374,-18.0804157558818
69,1569157200,2019-09-22 06:00:00,7968.52,8065.01,8054.73,8006.52,14.38555608,8072.914428571428,8008.928862097331,8013.910463997663,7994.951000000001,8053.3024,8072.914428571428,48.64949170826848,-4.9816019003319525,-15.46065298477183
70,1569160800,2019-09-22 07:00:00,7970.0,8014.61,7988.0,8003.1,18.45342714,8071.9311267605635,8008.032114082357,8013.109688886725,7994.2985,8049.7402,8071.9311267605635,48.11551490511461,-5.077574804367941,-13.384037348691052
71,1569164400,2019-09-22 08:00:00,7971.62,8014.92,8003.34,8009.19,7.74093457,8071.059722222223,8008.2102503773785,8012.8193415617825,7992.6995,8046.7922,8071.059722222223,49.185089596530155,-4.609091184403951,-11.629048115833633
72,1569168000,2019-09-22 09:00:00,7990.01,8044.49,8004.37,8032.83,13.49191963,8070.53602739726,8011.997904165475,8014.301612557206,7994.4794999999995,8044.5688,8070.53602739726,53.216706541534975,-2.303708391730652,-9.763980171013037
73,1569171600,2019-09-22 10:00:00,7999.21,8034.45,8022.87,8009.16,5.71929793,8069.706621621622,8011.561303524632,8013.920752367783,7994.5865,8041.666799999999,8069.706621621622,49.022773922368685,-2.359448843150858,-8.2830739054406
74,1569175200,2019-09-22 11:00:00,7971.62,8021.98,8010.0,7990.0,15.47280457,8068.643866666667,8008.244179905459,8012.148844784985,7993.954000000001,8039.431799999999,8068.643866666667,45.871417358506406,-3.9046648795265355,-7.407392100257788
75,1569178800,2019-09-22 12:00:00,7984.02,8026.06,7989.99,8007.97,14.99468091,8067.845526315789,8008.201998381542,8011.839300726838,7994.356000000002,8037.518,8067.845526315789,49.17163840364602,-3.6373023452961206,-6.653374149265455
76,1569182400,2019-09-22 13:00:00,7998.66,8034.45,7998.66,8029.0,11.72762269,8067.341038961039,8011.401690938228,8013.110463635961,7996.593000000001,8035.1748,8067.341038961039,52.79863238743167,-1.708772697733366,-5.664453858959037
77,1569186000,2019-09-22 14:00:00,8008.8,8074.99,8029.0,8058.41,11.31137749,8067.226538461539,8018.633738486193,8016.465984848112,8001.911,8033.451599999999,8067.226538461539,57.379042469767796,2.167753638080285,-4.0980123595511735
78,1569189600,2019-09-22 15:00:00,8024.67,8087.26,8058.51,8057.06,6.67414038,8067.097848101265,8024.545471026779,8019.472948933438,8007.543000000001,8031.9932,8067.097848101265,57.10510707057263,5.072522093340922,-2.2639054689727542
79,1569193200,2019-09-22 16:00:00,8039.7,8085.59,8057.04,8044.1,7.05555359,8066.810374999999,8027.553860099582,8021.297174938369,8013.969999999999,8030.596,8066.810374999999,54.41912958271517,6.256685161213682,-0.5597873429354672
80,1569196800,2019-09-22 17:00:00,7984.0,8067.25,8060.82,7997.42,20.30453935,8065.9537037037035,8022.917881622724,8019.528495313305,8017.924000000001,8027.9622,8065.9537037037035,46.022448345946174,3.3893863094190237,0.23004738753543108
81,1569200400,2019-09-22 18:00:00,7984.11,8020.15,8013.65,8020.15,2.21087699,8065.39512195122,8022.492053680767,8019.574532697505,8020.752,8025.3554,8065.39512195122,50.062923672593904,2.9175209832619657,0.7675421066807381
82,1569204000,2019-09-22 19:00:00,7968.3,8024.14,8019.25,7968.3,2.33289529,8064.225301204819,8014.154814652957,8015.776419164356,8020.857500000001,8021.914000000001,8064.225301204819,42.28687640003597,-1.6216045113997097,0.2897127830646485
83,1569207600,2019-09-22 20:00:00,7953.84,7989.69,7986.78,7984.83,5.13815262,8063.280119047619,8009.643304706347,8013.484091818848,8017.43,8018.772800000001,8063.280119047619,45.20875794295235,-3.840787112500948,-0.5363871960484707
84,1569211200,2019-09-22 21:00:00,7977.56,8007.59,7985.16,7993.05,6.18200582,8062.453882352941,8007.090488597678,8011.970455387823,8016.585499999999,8016.3306,8062.453882352941,46.655079127550955,-4.879966790144863,-1.405103114867749
85,1569214800,2019-09-22 22:00:00,7972.16,7993.04,7988.15,7978.51,5.38983704,8061.477790697674,8002.693490351881,8009.491903136874,8014.5535,8013.4978,8061.477790697674,44.42138858948897,-6.7984127849922515,-2.48376504889265
86,1569218400,2019-09-22 23:00:00,7912.01,7989.44,7989.44,7967.33,29.29459178,8060.395632183909,7997.252953374668,8006.368799200809,8012.077500000001,8010.344399999999,8060.395632183909,42.727467004605245,-9.115845826140685,-3.810181204342257
87,1569222000,2019-09-23 00:00:00,7931.19,7983.65,7967.21,7964.02,15.64578113,8059.300454545454,7992.1401913170275,8003.23185111186,8008.5955,8007.626,8059.300454545454,42.214214872889336,-11.091659794832594,-5.266476922440325
88,1569225600,2019-09-23 01:00:00,7964.93,8009.41,7978.06,7990.11,18.49714454,8058.523033707866,7991.827854191331,8002.2598621406105,8005.553,8005.9454000000005,8058.523033707866,47.56117935039634,-10.432007949279068,-6.299583127808074
89,1569229200,2019-09-23 02:00:00,7986.94,8024.01,7988.36,8003.63,12.76950315,8057.913111111112,7993.643568931127,8002.361353833898,8005.4085,8004.5396,8057.913111111112,50.136077275334124,-8.71778490277029,-6.783223482800517
90,1569232800,2019-09-23 03:00:00,7966.86,8003.62,8002.92,7984.16,18.34558127,8057.102637362637,7992.184558326338,8001.013105401757,8004.4615,8003.453600000001,8057.102637362637,46.588288154163784,-8.8285470754181,-7.192288201324034
91,1569236400,2019-09-23 04:00:00,7968.1,7989.9,7984.69,7968.12,6.54891553,8056.135434782608,7988.482318583825,7998.5765790757005,8002.408,8002.6158000000005,8056.135434782608,43.83619343450729,-10.094260491875502,-7.772682659434329
92,1569240000,2019-09-23 05:00:00,7950.0,7989.84,7968.12,7988.56,9.25121288,8055.408817204301,7988.494269570929,7997.834610255279,8000.1945,8002.2646,8055.408817204301,48.047835739247645,-9.34034068434994,-8.086214264417452
93,1569243600,2019-09-23 06:00:00,7953.44,7994.39,7988.33,7973.53,13.11543599,8054.537765957447,7986.192074252325,7996.034268754888,7998.412999999999,8000.581,8054.537765957447,45.35457255062136,-9.842194502562961,-8.437410312046554
94,1569247200,2019-09-23 07:00:00,7800.0,8009.76,7969.0,7986.05,59.45037432,8053.816842105263,7986.170216675045,7995.294693291563,7998.2155,8000.034199999999,8053.816842105263,47.97083812545363,-9.124476616518223,-8.574823572940888
95,1569250800,2019-09-23 08:00:00,7916.51,8010.7,7964.95,7939.96,19.38090064,8052.630833333334,7979.060952571192,7991.195827121817,7994.815,7998.2878,8052.630833333334,40.31812565917587,-12.134874550625682,-9.286833768477848
96,1569254400,2019-09-23 09:00:00,7855.88,7960.23,7935.87,7893.34,25.54474158,8050.988659793815,7965.873113714086,7983.947247335016,7988.031999999999,7995.868600000001,8050.988659793815,34.349097065341,-18.074133620930297,-11.044293738968339
97,1569258000,2019-09-23 10:00:00,7863.77,7910.12,7882.52,7873.09,18.34164528,8049.173367346939,7951.5987885273025,7975.735599384274,7978.765999999999,7992.405400000001,8049.173367346939,32.12437647720792,-24.13681085697135,-13.66279716256894
98,1569261600,2019-09-23 11:00:00,7863.89,7923.39,7880.02,7911.16,21.66830731,8047.779292929293,7945.377436446179,7970.952221652105,7971.471,7990.428400000001,8047.779292929293,39.99309337744607,-25.574785205926673,-16.04519477124049
99,1569265200,2019-09-23 12:00:00,7870.53,7925.0,7902.72,7897.36,19.40387432,8046.2751,7937.9901385313815,7965.500945974171,7964.134000000001,7988.450400000001,8046.2751,38.26154936938781,-27.510807442789883,-18.33831730555037
100,1569268800,2019-09-23 13:00:00,7855.0,7907.15,7876.7,7871.11,11.35804366,8044.540792079208,7927.700886449631,7958.509024050159,7957.818499999999,7985.549599999999,8044.540792079208,35.144518923946734,-30.808137600527516,-20.8322813645458
101,1569272400,2019-09-23 14:00:00,7765.2,7916.3,7853.54,7846.01,63.08348735,8042.594411764706,7915.133057765072,7950.175763009405,7949.111500000001,7981.6464000000005,8042.594411764706,32.42444827667491,-35.042705244332865,-23.674366140503214
102,1569276000,2019-09-23 15:00:00,7739.36,7844.57,7836.45,7809.52,60.89187158,8040.3315533980585,7898.884895031984,7939.756817601301,7941.172499999999,7977.892200000001,8040.3315533980585,28.920100467528513,-40.871922569316666,-27.113877426265905
103,1569279600,2019-09-23 16:00:00,7785.34,7831.75,7810.12,7794.61,14.15230996,8037.968846153846,7882.8426034886015,7929.005201482686,7931.6615,7973.644,8037.968846153846,27.60716066374121,-46.162597994084535,-30.923621539829632
104,1569283200,2019-09-23 17:00:00,7725.01,7845.71,7793.2,7828.57,8.14636755,8035.974571428571,7874.492972182663,7921.565556928414,7923.4375,7970.1624,8035.974571428571,34.860893201857166,-47.072584745750646,-34.15341418101384
105,1569286800,2019-09-23 18:00:00,7829.96,7867.33,7831.09,7831.03,1.48799366,8034.041132075472,7867.806361077637,7914.859219378161,7916.063499999999,7966.7844,8034.041132075472,35.36611063383569,-47.05285830052344,-36.73330300491576
106,1569290400,2019-09-23 19:00:00,7800.0,7849.44,7825.01,7825.72,11.38778496,8032.094205607476,7861.331536296462,7908.256314239037,7908.982999999998,7963.6136,8032.094205607476,34.73977428316198,-46.92477794257502,-38.77159799244762
107,1569294000,2019-09-23 20:00:00,7781.59,7840.07,7810.63,7806.6,1.99784656,8030.006296296297,7852.91129994316,7900.726216887997,7901.111999999999,7960.7046,8030.006296296297,32.507334627259084,-47.81491694483702,-40.5802617829255
108,1569297600,2019-09-23 21:00:00,7800.0,7842.18,7806.6,7823.66,2.3608015,8028.113211009174,7848.411099951905,7895.017608229627,7892.789500000001,7958.289400000001,8028.113211009174,36.432548786706484,-46.60650827772133,-41.785511081884664
109,1569301200,2019-09-23 22:00:00,7815.99,7865.57,7816.23,7865.57,15.41498307,8026.6355454545455,7851.050930728535,7892.8363039163205,7885.8865000000005,7957.2896,8026.6355454545455,44.90894390552551,-41.78537318778581,-41.785483503064896
110,1569304800,2019-09-23 23:00:00,7828.76,7870.04,7869.79,7846.55,8.74104241,8025.013153153152,7850.358479847222,7889.407688811409,7879.005999999999,7955.8538,8025.013153153152,42.161255598822606,-39.04920896418662,-41.23822859528924
111,1569308400,2019-09-24 00:00:00,7820.16,7863.44,7827.99,7850.28,11.8961348,8023.453035714286,7850.346406024572,7886.509341492046,7873.114,7953.5876,8023.453035714286,42.89909294412883,-36.16293546747329,-40.22316996972605
112,1569312000,2019-09-24 01:00:00,7805.12,7861.0,7855.92,7822.53,27.8066212,8021.674955752213,7846.066958943869,7881.770131011153,7864.8125,7950.714400000001,8021.674955752213,38.92108576365555,-35.70317206728396,-39.319170389237634
113,1569315600,2019-09-24 02:00:00,7789.99,7829.48,7822.53,7820.86,13.45711484,8019.913421052632,7842.188965260198,7877.258269454772,7857.179000000001,7946.064,8019.913421052632,38.68857750576384,-35.069304194574215,-38.46919715030495
114,1569319200,2019-09-24 03:00:00,7792.55,7820.98,7817.29,7817.95,13.56412183,8018.157217391304,7838.459893681706,7872.8650643099745,7848.773999999999,7942.224200000001,8018.157217391304,38.259677608276846,-34.405170628268934,-37.656391845897744
115,1569322800,2019-09-24 04:00:00,7770.13,7849.89,7813.71,7799.01,18.6264657,8016.268017241379,7832.390679269135,7867.394318805532,7841.7265,7937.8214,8016.268017241379,35.50109143778832,-35.003639536396804,-37.12584138399756
116,1569326400,2019-09-24 05:00:00,7730.01,7801.4,7795.16,7761.67,26.12567866,8014.091965811966,7821.510574766191,7859.562887782899,7835.143000000001,7932.7178,8014.091965811966,30.78800109944224,-38.05231301670847,-37.311135710539745
117,1569330000,2019-09-24 06:00:00,7658.82,7761.78,7752.17,7703.63,37.94898881,8011.46093220339,7803.375101725239,7848.0123035026845,7826.670000000001,7926.1172,8011.46093220339,25.19003142040701,-44.637201777445625,-38.77634892392092
118,1569333600,2019-09-24 07:00:00,7613.0,7702.74,7697.01,7626.51,55.85030988,8008.226050420169,7776.1650860752015,7831.604725465449,7812.4375,7917.628200000001,8008.226050420169,19.98923814991562,-55.439639390247066,-42.10900701718615
